Entity,Code,Year,Fossil fuels per capita
High-income countries,OWID_HIC,2013,47662.645
High-income countries,OWID_HIC,2014,47051.42
High-income countries,OWID_HIC,2015,46838.312
High-income countries,OWID_HIC,2016,46701.39
High-income countries,OWID_HIC,2017,46735.92
High-income countries,OWID_HIC,2018,47162.44
High-income countries,OWID_HIC,2019,46167.305
High-income countries,OWID_HIC,2020,42240.8
High-income countries,OWID_HIC,2021,44230.465
High-income countries,OWID_HIC,2022,44468.473
High-income countries,OWID_HIC,2023,43365.19
High-income countries,OWID_HIC,2024,43595.45
Hong Kong,HKG,1965,6822.078
Hong Kong,HKG,1966,7104.2744
Hong Kong,HKG,1967,9698.19
Hong Kong,HKG,1968,11883.904
Hong Kong,HKG,1969,12604.801
Hong Kong,HKG,1970,12294.842
Hong Kong,HKG,1971,12172.687
Hong Kong,HKG,1972,13396.262
Hong Kong,HKG,1973,13544.569
Hong Kong,HKG,1974,13521.407
Hong Kong,HKG,1975,12420.539
Hong Kong,HKG,1976,14321.023
Hong Kong,HKG,1977,15113.214
Hong Kong,HKG,1978,15358.8125
Hong Kong,HKG,1979,15390.711
Hong Kong,HKG,1980,15394.662
Hong Kong,HKG,1981,16085.722
Hong Kong,HKG,1982,17349.246
Hong Kong,HKG,1983,18097.594
Hong Kong,HKG,1984,18258.68
Hong Kong,HKG,1985,18684.584
Hong Kong,HKG,1986,19369.373
Hong Kong,HKG,1987,21146.838
Hong Kong,HKG,1988,24234.164
Hong Kong,HKG,1989,25784.227
Hong Kong,HKG,1990,25061.64
Hong Kong,HKG,1991,25655.13
Hong Kong,HKG,1992,29503.812
Hong Kong,HKG,1993,31427.719
Hong Kong,HKG,1994,27819.545
Hong Kong,HKG,1995,29250.053
Hong Kong,HKG,1996,28654.012
Hong Kong,HKG,1997,28471.621
Hong Kong,HKG,1998,28557.63
Hong Kong,HKG,1999,28507.68
Hong Kong,HKG,2000,29453.42
Hong Kong,HKG,2001,36818.906
Hong Kong,HKG,2002,35686.53
Hong Kong,HKG,2003,36653.867
Hong Kong,HKG,2004,40871.113
Hong Kong,HKG,2005,39095.48
Hong Kong,HKG,2006,41227.36
Hong Kong,HKG,2007,43608.81
Hong Kong,HKG,2008,40288.21
Hong Kong,HKG,2009,43719.562
Hong Kong,HKG,2010,45201.395
Hong Kong,HKG,2011,46042.133
Hong Kong,HKG,2012,43923.293
Hong Kong,HKG,2013,44670.84
Hong Kong,HKG,2014,43271.55
Hong Kong,HKG,2015,44224.89
Hong Kong,HKG,2016,45134.824
Hong Kong,HKG,2017,48165.113
Hong Kong,HKG,2018,48545.77
Hong Kong,HKG,2019,45908.89
Hong Kong,HKG,2020,34276.445
Hong Kong,HKG,2021,32341.648
Hong Kong,HKG,2022,28845.482
Hong Kong,HKG,2023,33395.88
Hong Kong,HKG,2024,36414.688
Hungary,HUN,1965,18218.271
Hungary,HUN,1966,18403.11
Hungary,HUN,1967,17503.012
Hungary,HUN,1968,18091.84
Hungary,HUN,1969,19304.547
Hungary,HUN,1970,20734.516
Hungary,HUN,1971,21347.035
Hungary,HUN,1972,21972.824
Hungary,HUN,1973,23722.969
Hungary,HUN,1974,24347.037
Hungary,HUN,1975,25603.443
Hungary,HUN,1976,27205.701
Hungary,HUN,1977,28479.238
Hungary,HUN,1978,30358.709
Hungary,HUN,1979,29980.56
Hungary,HUN,1980,30060.441
Hungary,HUN,1981,29785.041
Hungary,HUN,1982,29985.012
Hungary,HUN,1983,28900.018
Hungary,HUN,1984,29458.266
Hungary,HUN,1985,29821.568
Hungary,HUN,1986,29521.492
Hungary,HUN,1987,30069.494
Hungary,HUN,1988,28734.752
Hungary,HUN,1989,27877.564
Hungary,HUN,1990,27329.28
Hungary,HUN,1991,25274.508
Hungary,HUN,1992,24048.152
Hungary,HUN,1993,23084.158
Hungary,HUN,1994,23510.854
Hungary,HUN,1995,23863.775
Hungary,HUN,1996,24387.031
Hungary,HUN,1997,23812.086
Hungary,HUN,1998,24312.678
Hungary,HUN,1999,24325.086
Hungary,HUN,2000,23534.684
Hungary,HUN,2001,24299.842
Hungary,HUN,2002,23783.486
Hungary,HUN,2003,24999.29
Hungary,HUN,2004,25090.432
Hungary,HUN,2005,26241.168
Hungary,HUN,2006,25919.844
Hungary,HUN,2007,25117.771
Hungary,HUN,2008,24426.865
Hungary,HUN,2009,22034.898
Hungary,HUN,2010,22497.922
Hungary,HUN,2011,21899.13
Hungary,HUN,2012,20145.049
Hungary,HUN,2013,18991.592
Hungary,HUN,2014,18843.334
Hungary,HUN,2015,20156.762
Hungary,HUN,2016,20621.465
Hungary,HUN,2017,22061.459
Hungary,HUN,2018,22283.959
Hungary,HUN,2019,22287.684
Hungary,HUN,2020,21632.383
Hungary,HUN,2021,22779.494
Hungary,HUN,2022,20935.807
Hungary,HUN,2023,19279.348
Hungary,HUN,2024,19283.053
Iceland,ISL,1965,29574.547
Iceland,ISL,1966,31221.94
Iceland,ISL,1967,29751.926
Iceland,ISL,1968,31278.889
Iceland,ISL,1969,28387.11
Iceland,ISL,1970,28811.555
Iceland,ISL,1971,31094.09
Iceland,ISL,1972,32813.453
Iceland,ISL,1973,37407.234
Iceland,ISL,1974,34440.27
Iceland,ISL,1975,31936.656
Iceland,ISL,1976,31770.928
Iceland,ISL,1977,32979.133
Iceland,ISL,1978,34478.61
Iceland,ISL,1979,33956.074
Iceland,ISL,1980,31587.49
Iceland,ISL,1981,31248.914
Iceland,ISL,1982,28212.604
Iceland,ISL,1983,27799.816
Iceland,ISL,1984,29482.58
Iceland,ISL,1985,29381.379
Iceland,ISL,1986,29962.598
Iceland,ISL,1987,30986.146
Iceland,ISL,1988,31781.613
Iceland,ISL,1989,33571.984
Iceland,ISL,1990,33757.688
Iceland,ISL,1991,31602.047
Iceland,ISL,1992,32764.684
Iceland,ISL,1993,33639.598
Iceland,ISL,1994,33724.895
Iceland,ISL,1995,34143.758
Iceland,ISL,1996,37596.44
Iceland,ISL,1997,36742.973
Iceland,ISL,1998,36892.24
Iceland,ISL,1999,36807.36
Iceland,ISL,2000,38032.285
Iceland,ISL,2001,35785.094
Iceland,ISL,2002,36711.746
Iceland,ISL,2003,36730.074
Iceland,ISL,2004,38091.246
Iceland,ISL,2005,37918.56
Iceland,ISL,2006,37688.965
Iceland,ISL,2007,37121.938
Iceland,ISL,2008,33509.984
Iceland,ISL,2009,30948.13
Iceland,ISL,2010,29992.85
Iceland,ISL,2011,29542.807
Iceland,ISL,2012,29182.877
Iceland,ISL,2013,30573.777
Iceland,ISL,2014,30738.87
Iceland,ISL,2015,33236.42
Iceland,ISL,2016,36317.42
Iceland,ISL,2017,39117.75
Iceland,ISL,2018,40925.055
Iceland,ISL,2019,34386.79
Iceland,ISL,2020,22560.252
Iceland,ISL,2021,25833.508
Iceland,ISL,2022,30762.201
Iceland,ISL,2023,30736.719
Iceland,ISL,2024,32031.088
India,IND,1965,1148.192
India,IND,1966,1156.7441
India,IND,1967,1157.539
India,IND,1968,1200.554
India,IND,1969,1299.0079
India,IND,1970,1227.4641
India,IND,1971,1241.5614
India,IND,1972,1292.6299
India,IND,1973,1278.1304
India,IND,1974,1341.1182
India,IND,1975,1388.2163
India,IND,1976,1420.7733
India,IND,1977,1465.6387
India,IND,1978,1446.3971
India,IND,1979,1513.9917
India,IND,1980,1524.2687
India,IND,1981,1659.2095
India,IND,1982,1641.6394
India,IND,1983,1700.9835
India,IND,1984,1762.8319
India,IND,1985,1835.5856
India,IND,1986,1929.8331
India,IND,1987,2031.0422
India,IND,1988,2155.7722
India,IND,1989,2298.4958
India,IND,1990,2411.6506
India,IND,1991,2481.0706
India,IND,1992,2576.8555
India,IND,1993,2590.057
India,IND,1994,2660.6665
India,IND,1995,2825.93
India,IND,1996,2907.649
India,IND,1997,3012.3542
India,IND,1998,3104.647
India,IND,1999,3137.4297
India,IND,2000,3253.832
India,IND,2001,3212.108
India,IND,2002,3282.2295
India,IND,2003,3348.7969
India,IND,2004,3500.9736
India,IND,2005,3680.2502
India,IND,2006,3786.1335
India,IND,2007,4044.6406
India,IND,2008,4255.125
India,IND,2009,4541.8394
India,IND,2010,4653.53
India,IND,2011,4771.1455
India,IND,2012,5002.429
India,IND,2013,5066.6987
India,IND,2014,5343.0654
India,IND,2015,5470.2134
India,IND,2016,5662.336
India,IND,2017,5781.862
India,IND,2018,6013.183
India,IND,2019,6028.283
India,IND,2020,5601.0454
India,IND,2021,6056.6587
India,IND,2022,6277.696
India,IND,2023,6742.93
India,IND,2024,6968.8735
Indonesia,IDN,1965,780.5336
Indonesia,IDN,1966,740.6924
Indonesia,IDN,1967,704.21216
Indonesia,IDN,1968,718.9542
Indonesia,IDN,1969,796.37317
Indonesia,IDN,1970,817.7622
Indonesia,IDN,1971,823.2074
Indonesia,IDN,1972,855.6307
Indonesia,IDN,1973,936.02966
Indonesia,IDN,1974,976.296
Indonesia,IDN,1975,1172.4434
Indonesia,IDN,1976,1219.3998
Indonesia,IDN,1977,1565.4755
Indonesia,IDN,1978,1733.8861
Indonesia,IDN,1979,1927.4655
Indonesia,IDN,1980,2026.582
Indonesia,IDN,1981,2124.247
Indonesia,IDN,1982,2114.6785
Indonesia,IDN,1983,2177.6243
Indonesia,IDN,1984,2344.5178
Indonesia,IDN,1985,2427.229
Indonesia,IDN,1986,2514.1924
Indonesia,IDN,1987,2604.6943
Indonesia,IDN,1988,2694.4016
Indonesia,IDN,1989,2920.6143
Indonesia,IDN,1990,3148.6519
Indonesia,IDN,1991,3362.5186
Indonesia,IDN,1992,3605.7869
Indonesia,IDN,1993,3799.4465
Indonesia,IDN,1994,3924.3206
Indonesia,IDN,1995,4199.762
Indonesia,IDN,1996,4431.0273
Indonesia,IDN,1997,4781.7695
Indonesia,IDN,1998,4554.221
Indonesia,IDN,1999,4906.512
Indonesia,IDN,2000,5186.8135
Indonesia,IDN,2001,5456.1533
Indonesia,IDN,2002,5558.7637
Indonesia,IDN,2003,5988.716
Indonesia,IDN,2004,5837.0137
Indonesia,IDN,2005,5925.2837
Indonesia,IDN,2006,5964.779
Indonesia,IDN,2007,6308.277
Indonesia,IDN,2008,6285.3394
Indonesia,IDN,2009,6370.212
Indonesia,IDN,2010,6755.498
Indonesia,IDN,2011,7113.4233
Indonesia,IDN,2012,7401.2847
Indonesia,IDN,2013,6815.055
Indonesia,IDN,2014,6844.4106
Indonesia,IDN,2015,6965.6455
Indonesia,IDN,2016,6716.6367
Indonesia,IDN,2017,7166.9355
Indonesia,IDN,2018,7275.442
Indonesia,IDN,2019,7572.9106
Indonesia,IDN,2020,6896.3584
Indonesia,IDN,2021,7073.695
Indonesia,IDN,2022,8868.848
Indonesia,IDN,2023,8861.7
Indonesia,IDN,2024,9393.863
Iran,IRN,1965,3682.8286
Iran,IRN,1966,3893.8132
Iran,IRN,1967,4159.865
Iran,IRN,1968,4443.7695
Iran,IRN,1969,4737.541
Iran,IRN,1970,5445.512
Iran,IRN,1971,5794.403
Iran,IRN,1972,6334.415
Iran,IRN,1973,7465.561
Iran,IRN,1974,8226.812
Iran,IRN,1975,9333.733
Iran,IRN,1976,10193.845
Iran,IRN,1977,11221.312
Iran,IRN,1978,10432.183
Iran,IRN,1979,10983.792
Iran,IRN,1980,9777.298
Iran,IRN,1981,9276.545
Iran,IRN,1982,9961.993
Iran,IRN,1983,11462.14
Iran,IRN,1984,11986.073
Iran,IRN,1985,12635.521
Iran,IRN,1986,11321.116
Iran,IRN,1987,11695.56
Iran,IRN,1988,11533.775
Iran,IRN,1989,12363.459
Iran,IRN,1990,13522.716
Iran,IRN,1991,14397.283
Iran,IRN,1992,15464.705
Iran,IRN,1993,14162.085
Iran,IRN,1994,16065.411
Iran,IRN,1995,16611.586
Iran,IRN,1996,17887.996
Iran,IRN,1997,18362.244
Iran,IRN,1998,18806.064
Iran,IRN,1999,20112.295
Iran,IRN,2000,20856.783
Iran,IRN,2001,21940.535
Iran,IRN,2002,23568.041
Iran,IRN,2003,23677.818
Iran,IRN,2004,25584.002
Iran,IRN,2005,26434.18
Iran,IRN,2006,28166.926
Iran,IRN,2007,29527.256
Iran,IRN,2008,30483.213
Iran,IRN,2009,30865.072
Iran,IRN,2010,31379.582
Iran,IRN,2011,32196.834
Iran,IRN,2012,31937.361
Iran,IRN,2013,32613.422
Iran,IRN,2014,33575.84
Iran,IRN,2015,32894.793
Iran,IRN,2016,34148.24
Iran,IRN,2017,34799.957
Iran,IRN,2018,35715.895
Iran,IRN,2019,36625.797
Iran,IRN,2020,38073.25
Iran,IRN,2021,37597.266
Iran,IRN,2022,38342.1
Iran,IRN,2023,38796.684
Iran,IRN,2024,38408.992
Iraq,IRQ,1965,2779.2488
Iraq,IRQ,1966,2957.831
Iraq,IRQ,1967,2882.707
Iraq,IRQ,1968,2954.2734
Iraq,IRQ,1969,3301.926
Iraq,IRQ,1970,3969.718
Iraq,IRQ,1971,4194.126
Iraq,IRQ,1972,4756.5645
Iraq,IRQ,1973,4492.822
Iraq,IRQ,1974,4222.969
Iraq,IRQ,1975,4459.251
Iraq,IRQ,1976,5456.6016
Iraq,IRQ,1977,5505.247
Iraq,IRQ,1978,5620.1484
Iraq,IRQ,1979,6781.702
Iraq,IRQ,1980,7305.8364
Iraq,IRQ,1981,6634.6265
Iraq,IRQ,1982,6687.7285
Iraq,IRQ,1983,7474.5415
Iraq,IRQ,1984,8038.2974
Iraq,IRQ,1985,9018.311
Iraq,IRQ,1986,10153.755
Iraq,IRQ,1987,11316.226
Iraq,IRQ,1988,12875.71
Iraq,IRQ,1989,14295.161
Iraq,IRQ,1990,12738.152
Iraq,IRQ,1991,8086.3706
Iraq,IRQ,1992,12164.695
Iraq,IRQ,1993,15524.413
Iraq,IRQ,1994,16860.16
Iraq,IRQ,1995,16116.339
Iraq,IRQ,1996,15715.414
Iraq,IRQ,1997,18206.174
Iraq,IRQ,1998,13083.359
Iraq,IRQ,1999,9253.298
Iraq,IRQ,2000,12821.808
Iraq,IRQ,2001,13871.098
Iraq,IRQ,2002,12659.46
Iraq,IRQ,2003,10828.391
Iraq,IRQ,2004,11220.593
Iraq,IRQ,2005,10358.355
Iraq,IRQ,2006,9974.359
Iraq,IRQ,2007,10187.835
Iraq,IRQ,2008,11654.398
Iraq,IRQ,2009,11031.15
Iraq,IRQ,2010,12312.052
Iraq,IRQ,2011,12304.254
Iraq,IRQ,2012,12754.41
Iraq,IRQ,2013,13399.491
Iraq,IRQ,2014,12841.547
Iraq,IRQ,2015,12361.604
Iraq,IRQ,2016,12880.428
Iraq,IRQ,2017,15062.468
Iraq,IRQ,2018,15320.365
Iraq,IRQ,2019,15870.677
Iraq,IRQ,2020,13838.894
Iraq,IRQ,2021,14132.244
Iraq,IRQ,2022,15250.818
Iraq,IRQ,2023,15824.149
Iraq,IRQ,2024,15903.173
Ireland,IRL,1965,22580.578
Ireland,IRL,1966,25371.729
Ireland,IRL,1967,27464.756
Ireland,IRL,1968,32011.39
Ireland,IRL,1969,32110.795
Ireland,IRL,1970,24795.984
Ireland,IRL,1971,25845.262
Ireland,IRL,1972,26701.906
Ireland,IRL,1973,27712.688
Ireland,IRL,1974,27636.365
Ireland,IRL,1975,25658.719
Ireland,IRL,1976,25747.594
Ireland,IRL,1977,26927.7
Ireland,IRL,1978,27648.91
Ireland,IRL,1979,30020.88
Ireland,IRL,1980,28679.787
Ireland,IRL,1981,27674.977
Ireland,IRL,1982,27309.408
Ireland,IRL,1983,26753.45
Ireland,IRL,1984,26401.96
Ireland,IRL,1985,27486.328
Ireland,IRL,1986,29584.885
Ireland,IRL,1987,30135.227
Ireland,IRL,1988,29962.26
Ireland,IRL,1989,31161.184
Ireland,IRL,1990,32960.96
Ireland,IRL,1991,34025.74
Ireland,IRL,1992,33888.13
Ireland,IRL,1993,34484.21
Ireland,IRL,1994,35697.246
Ireland,IRL,1995,36409.914
Ireland,IRL,1996,38140.4
Ireland,IRL,1997,39027.145
Ireland,IRL,1998,41315.695
Ireland,IRL,1999,43217.332
Ireland,IRL,2000,44659.652
Ireland,IRL,2001,46628.63
Ireland,IRL,2002,45132.58
Ireland,IRL,2003,43458.992
Ireland,IRL,2004,43361.473
Ireland,IRL,2005,43981.883
Ireland,IRL,2006,43851.344
Ireland,IRL,2007,43046.742
Ireland,IRL,2008,41373.156
Ireland,IRL,2009,36206.523
Ireland,IRL,2010,36579.133
Ireland,IRL,2011,33646.168
Ireland,IRL,2012,33016.426
Ireland,IRL,2013,32060.545
Ireland,IRL,2014,31270.45
Ireland,IRL,2015,32130.45
Ireland,IRL,2016,33632.6
Ireland,IRL,2017,32537.975
Ireland,IRL,2018,32269.857
Ireland,IRL,2019,31137.367
Ireland,IRL,2020,27733.904
Ireland,IRL,2021,29124.404
Ireland,IRL,2022,29100.941
Ireland,IRL,2023,26819.076
Ireland,IRL,2024,26614.334
Israel,ISR,1965,17588.584
Israel,ISR,1966,17520.318
Israel,ISR,1967,20378.406
Israel,ISR,1968,19906.223
Israel,ISR,1969,21610.744
Israel,ISR,1970,22179.049
Israel,ISR,1971,24217.996
Israel,ISR,1972,22180.967
Israel,ISR,1973,23021.08
Israel,ISR,1974,22569.314
Israel,ISR,1975,22645.975
Israel,ISR,1976,22669.365
Israel,ISR,1977,23247.664
Israel,ISR,1978,24807.955
Israel,ISR,1979,25062.902
Israel,ISR,1980,24875.014
Israel,ISR,1981,24761.842
Israel,ISR,1982,26196.475
Israel,ISR,1983,25710.475
Israel,ISR,1984,26262.424
Israel,ISR,1985,23931.38
Israel,ISR,1986,24786.8
Israel,ISR,1987,26152.5
Israel,ISR,1988,27571.812
Israel,ISR,1989,28361.623
Israel,ISR,1990,28410.686
Israel,ISR,1991,27460.848
Israel,ISR,1992,30886.305
Israel,ISR,1993,32695.271
Israel,ISR,1994,33258.777
Israel,ISR,1995,36441.48
Israel,ISR,1996,36771.32
Israel,ISR,1997,39164.07
Israel,ISR,1998,40192.387
Israel,ISR,1999,40560.2
Israel,ISR,2000,37190.68
Israel,ISR,2001,36286.664
Israel,ISR,2002,36252.703
Israel,ISR,2003,36690.445
Israel,ISR,2004,36772.55
Israel,ISR,2005,36318.12
Israel,ISR,2006,35912.883
Israel,ISR,2007,36614.64
Israel,ISR,2008,37026.168
Israel,ISR,2009,35326.21
Israel,ISR,2010,36044.47
Israel,ISR,2011,36014.68
Israel,ISR,2012,36967.043
Israel,ISR,2013,34265.363
Israel,ISR,2014,32657.105
Israel,ISR,2015,33693.895
Israel,ISR,2016,33543.348
Israel,ISR,2017,33534.438
Israel,ISR,2018,33652.58
Israel,ISR,2019,33756.76
Israel,ISR,2020,31022.863
Israel,ISR,2021,30970.725
Israel,ISR,2022,31895.814
Israel,ISR,2023,28181.152
Israel,ISR,2024,26540.684
Italy,ITA,1965,15244.648
Italy,ITA,1966,16531.504
Italy,ITA,1967,18106.504
Italy,ITA,1968,19651.799
Italy,ITA,1969,21340.947
Italy,ITA,1970,23622.285
Italy,ITA,1971,24924.877
Italy,ITA,1972,25974.738
Italy,ITA,1973,27264.316
Italy,ITA,1974,27019.402
Italy,ITA,1975,26056.398
Italy,ITA,1976,27605.578
Italy,ITA,1977,26968.105
Italy,ITA,1978,27836.8
Italy,ITA,1979,28762.713
Italy,ITA,1980,27867.22
Italy,ITA,1981,27231.307
Italy,ITA,1982,26479.875
Italy,ITA,1983,25904.717
Italy,ITA,1984,26219.75
Italy,ITA,1985,26156.113
Italy,ITA,1986,26829.566
Italy,ITA,1987,28202.088
Italy,ITA,1988,28876.35
Italy,ITA,1989,30094.885
Italy,ITA,1990,35934.453
Italy,ITA,1991,34277.688
Italy,ITA,1992,34417.938
Italy,ITA,1993,33855.594
Italy,ITA,1994,33471.04
Italy,ITA,1995,35629.39
Italy,ITA,1996,35688.492
Italy,ITA,1997,36044.293
Italy,ITA,1998,36090.848
Italy,ITA,1999,36047.93
Italy,ITA,2000,34045.543
Italy,ITA,2001,33802.293
Italy,ITA,2002,34138.742
Italy,ITA,2003,35223.17
Italy,ITA,2004,35509.066
Italy,ITA,2005,35565.004
Italy,ITA,2006,35305.566
Italy,ITA,2007,34461.973
Italy,ITA,2008,33188.367
Italy,ITA,2009,29813.898
Italy,ITA,2010,30403.63
Italy,ITA,2011,29346.994
Italy,ITA,2012,27861.543
Italy,ITA,2013,25325.502
Italy,ITA,2014,24209.072
Italy,ITA,2015,25136.922
Italy,ITA,2016,25198.85
Italy,ITA,2017,25653.99
Italy,ITA,2018,25427.686
Italy,ITA,2019,25103.855
Italy,ITA,2020,22216.188
Italy,ITA,2021,24342.934
Italy,ITA,2022,24619.516
Italy,ITA,2023,22750.148
Italy,ITA,2024,22410.906
Japan,JPN,1965,15922.428
Japan,JPN,1966,18084.406
Japan,JPN,1967,20663.426
Japan,JPN,1968,22536.37
Japan,JPN,1969,26260.51
Japan,JPN,1970,29819.797
Japan,JPN,1971,30655.98
Japan,JPN,1972,32550.77
Japan,JPN,1973,36013.37
Japan,JPN,1974,34547.027
Japan,JPN,1975,33630.742
Japan,JPN,1976,34579.086
Japan,JPN,1977,34416.547
Japan,JPN,1978,34309.395
Japan,JPN,1979,34181.355
Japan,JPN,1980,32106.02
Japan,JPN,1981,31252.635
Japan,JPN,1982,29607.746
Japan,JPN,1983,30115.049
Japan,JPN,1984,31068.355
Japan,JPN,1985,30978.64
Japan,JPN,1986,30677.719
Japan,JPN,1987,31711.959
Japan,JPN,1988,33609.28
Japan,JPN,1989,34226.805
Japan,JPN,1990,35167.387
Japan,JPN,1991,35964.074
Japan,JPN,1992,36472.086
Japan,JPN,1993,36078.27
Japan,JPN,1994,37936.82
Japan,JPN,1995,38355.324
Japan,JPN,1996,38994.496
Japan,JPN,1997,39033.867
Japan,JPN,1998,38012.902
Japan,JPN,1999,38989.37
Japan,JPN,2000,39727.203
Japan,JPN,2001,39214.54
Japan,JPN,2002,39177.137
Japan,JPN,2003,40679.637
Japan,JPN,2004,40123.9
Japan,JPN,2005,41033.484
Japan,JPN,2006,40418.582
Japan,JPN,2007,40783.887
Japan,JPN,2008,40464.586
Japan,JPN,2009,35941.664
Japan,JPN,2010,37963.977
Japan,JPN,2011,38371.953
Japan,JPN,2012,41054.68
Japan,JPN,2013,40693.926
Japan,JPN,2014,39659.36
Japan,JPN,2015,38659.58
Japan,JPN,2016,37973.938
Japan,JPN,2017,38007.99
Japan,JPN,2018,37124.453
Japan,JPN,2019,35961.363
Japan,JPN,2020,33170.184
Japan,JPN,2021,34280.5
Japan,JPN,2022,34291.55
Japan,JPN,2023,32635.295
Japan,JPN,2024,31925.525
Kazakhstan,KAZ,1985,48694.145
Kazakhstan,KAZ,1986,49199.152
Kazakhstan,KAZ,1987,49350.16
Kazakhstan,KAZ,1988,50192.195
Kazakhstan,KAZ,1989,48693.57
Kazakhstan,KAZ,1990,48830.668
Kazakhstan,KAZ,1991,48367.17
Kazakhstan,KAZ,1992,47647.49
Kazakhstan,KAZ,1993,41930.523
Kazakhstan,KAZ,1994,37444.785
Kazakhstan,KAZ,1995,34299.883
Kazakhstan,KAZ,1996,30413.78
Kazakhstan,KAZ,1997,27395.203
Kazakhstan,KAZ,1998,26495.326
Kazakhstan,KAZ,1999,25157.328
Kazakhstan,KAZ,2000,22416.344
Kazakhstan,KAZ,2001,25196.605
Kazakhstan,KAZ,2002,25420.236
Kazakhstan,KAZ,2003,27920.746
Kazakhstan,KAZ,2004,29489.045
Kazakhstan,KAZ,2005,30193.316
Kazakhstan,KAZ,2006,32370.611
Kazakhstan,KAZ,2007,35663.08
Kazakhstan,KAZ,2008,37407.17
Kazakhstan,KAZ,2009,33080.6
Kazakhstan,KAZ,2010,34978.69
Kazakhstan,KAZ,2011,39392.242
Kazakhstan,KAZ,2012,40962.695
Kazakhstan,KAZ,2013,40470.555
Kazakhstan,KAZ,2014,41910.35
Kazakhstan,KAZ,2015,33757.008
Kazakhstan,KAZ,2016,36988.316
Kazakhstan,KAZ,2017,39348.992
Kazakhstan,KAZ,2018,40160.285
Kazakhstan,KAZ,2019,40056
Kazakhstan,KAZ,2020,36166.273
Kazakhstan,KAZ,2021,39975.895
Kazakhstan,KAZ,2022,39164.04
Kazakhstan,KAZ,2023,39777.45
Kazakhstan,KAZ,2024,39597.72
Kuwait,KWT,1965,152004.22
Kuwait,KWT,1966,144746.55
Kuwait,KWT,1967,134306.47
Kuwait,KWT,1968,129087.234
Kuwait,KWT,1969,121336.45
Kuwait,KWT,1970,90725.37
Kuwait,KWT,1971,84566.6
Kuwait,KWT,1972,87963.91
Kuwait,KWT,1973,82506.945
Kuwait,KWT,1974,74542.086
Kuwait,KWT,1975,62457.027
Kuwait,KWT,1976,69820.37
Kuwait,KWT,1977,66881.82
Kuwait,KWT,1978,68948.34
Kuwait,KWT,1979,79188.91
Kuwait,KWT,1980,56302.957
Kuwait,KWT,1981,68654.06
Kuwait,KWT,1982,64314.7
Kuwait,KWT,1983,67668.03
Kuwait,KWT,1984,69084.83
Kuwait,KWT,1985,63642.477
Kuwait,KWT,1986,69985.805
Kuwait,KWT,1987,62111.92
Kuwait,KWT,1988,67453.555
Kuwait,KWT,1989,69922.16
Kuwait,KWT,1990,54303.703
Kuwait,KWT,1991,34128.01
Kuwait,KWT,1992,49955.27
Kuwait,KWT,1993,59906.36
Kuwait,KWT,1994,70257.48
Kuwait,KWT,1995,89532.055
Kuwait,KWT,1996,86126.09
Kuwait,KWT,1997,86732.64
Kuwait,KWT,1998,103553.04
Kuwait,KWT,1999,104348.15
Kuwait,KWT,2000,111608.14
Kuwait,KWT,2001,109465.54
Kuwait,KWT,2002,113044.555
Kuwait,KWT,2003,131814.36
Kuwait,KWT,2004,143647.45
Kuwait,KWT,2005,152611.67
Kuwait,KWT,2006,138972.2
Kuwait,KWT,2007,127463.48
Kuwait,KWT,2008,130233.766
Kuwait,KWT,2009,125259.4
Kuwait,KWT,2010,137603.56
Kuwait,KWT,2011,130844.33
Kuwait,KWT,2012,126699.71
Kuwait,KWT,2013,127883.72
Kuwait,KWT,2014,119272.6
Kuwait,KWT,2015,122221.68
Kuwait,KWT,2016,116340.38
Kuwait,KWT,2017,112366.95
Kuwait,KWT,2018,111541.24
Kuwait,KWT,2019,99655.984
Kuwait,KWT,2020,95340.516
Kuwait,KWT,2021,107454.19
Kuwait,KWT,2022,102010.77
Kuwait,KWT,2023,102997.75
Kuwait,KWT,2024,106313.21
Latvia,LVA,1985,37794.406
Latvia,LVA,1986,34577.996
Latvia,LVA,1987,30154.525
Latvia,LVA,1988,28724.129
Latvia,LVA,1989,27909.115
Latvia,LVA,1990,27560.988
Latvia,LVA,1991,26423.336
Latvia,LVA,1992,19063.576
Latvia,LVA,1993,15977.67
Latvia,LVA,1994,15127.6875
Latvia,LVA,1995,14546.826
Latvia,LVA,1996,14744.811
Latvia,LVA,1997,13681.894
Latvia,LVA,1998,13689.714
Latvia,LVA,1999,12851.741
Latvia,LVA,2000,12542.685
Latvia,LVA,2001,13952.343
Latvia,LVA,2002,14734.491
Latvia,LVA,2003,14872.949
Latvia,LVA,2004,16210.075
Latvia,LVA,2005,16763.92
Latvia,LVA,2006,16653.008
Latvia,LVA,2007,17390.873
Latvia,LVA,2008,17236.67
Latvia,LVA,2009,15912.629
Latvia,LVA,2010,18843.672
Latvia,LVA,2011,17383.6
Latvia,LVA,2012,17042.904
Latvia,LVA,2013,17123.58
Latvia,LVA,2014,16510.145
Latvia,LVA,2015,17163.775
Latvia,LVA,2016,17901.568
Latvia,LVA,2017,17577.508
Latvia,LVA,2018,17527.598
Latvia,LVA,2019,18762.727
Latvia,LVA,2020,16088.9795
Latvia,LVA,2021,17125
Latvia,LVA,2022,14821.185
Latvia,LVA,2023,14510.259
Latvia,LVA,2024,14342.817
Lithuania,LTU,1985,42845.227
Lithuania,LTU,1986,38275.105
